Symbol,Target_Period,Target_Return,Opportunity_Prob,NaiveBayes_CV_Accuracy
HDFCBANK,5,0.02,4.467661547645185e-06,0.9422758100979653
SBIN,5,0.02,5.134617165042511e-07,0.9422758100979653
RELIANCE,5,0.02,1.6905069211044393e-06,0.9422758100979653
ITC,5,0.02,1.838015385544508e-07,0.9422758100979653
KOTAKBANK,5,0.02,2.7709875020367676e-08,0.9422758100979653
LT,5,0.02,8.560288032367807e-20,0.9422758100979653
ETERNAL,5,0.02,,0.9422758100979653
INFY,5,0.02,5.580736979746952e-07,0.9422758100979653
ADANIENT,5,0.02,3.902972210924278e-09,0.9422758100979653
BAJFINANCE,5,0.02,8.178279422146762e-06,0.9422758100979653
BHARTIARTL,5,0.02,1.1212292770514549e-08,0.9422758100979653
NIFTY,7,0.01,2.8497326402804e-186,0.9882441597588546
BANKNIFTY,7,0.01,0.0,0.9882441597588546
BEL,7,0.01,0.00033571218804357876,0.9882441597588546
MARUTI,7,0.01,1.2288276169999114e-80,0.9882441597588546
SHRIRAMFIN,7,0.01,0.0006202869907672029,0.9882441597588546
ICICIBANK,7,0.01,0.00026894458598916975,0.9882441597588546
HDFCBANK,7,0.01,0.0012058677673776209,0.9882441597588546
SBIN,7,0.01,0.00028849351059078435,0.9882441597588546
RELIANCE,7,0.01,0.0007086485196465276,0.9882441597588546
ITC,7,0.01,0.00017556346596789667,0.9882441597588546
KOTAKBANK,7,0.01,0.00016617097602113394,0.9882441597588546
LT,7,0.01,3.0470425949625446e-08,0.9882441597588546
ETERNAL,7,0.01,,0.9882441597588546
INFY,7,0.01,0.00037395155403619954,0.9882441597588546
ADANIENT,7,0.01,8.649818964238769e-05,0.9882441597588546
BAJFINANCE,7,0.01,0.001511958730998995,0.9882441597588546
BHARTIARTL,7,0.01,0.00011122229377985403,0.9882441597588546
NIFTY,7,0.015,0.0,0.9549359457422758
BANKNIFTY,7,0.015,0.0,0.9549359457422758
BEL,7,0.015,0.001153972427080475,0.9549359457422758
MARUTI,7,0.015,2.742891385648115e-218,0.9549359457422758
SHRIRAMFIN,7,0.015,0.005093383953603245,0.9549359457422758
ICICIBANK,7,0.015,0.001359147630633174,0.9549359457422758
HDFCBANK,7,0.015,0.01034441533945551,0.9549359457422758
SBIN,7,0.015,0.0015438043247836361,0.9549359457422758
RELIANCE,7,0.015,0.005068699559529328,0.9549359457422758
ITC,7,0.015,0.000552353761420924,0.9549359457422758
KOTAKBANK,7,0.015,0.00038196853894055077,0.9549359457422758
LT,7,0.015,8.016147068822303e-12,0.9549359457422758
ETERNAL,7,0.015,,0.9549359457422758
INFY,7,0.015,0.0016129960745162697,0.9549359457422758
ADANIENT,7,0.015,4.667502943337221e-05,0.9549359457422758
BAJFINANCE,7,0.015,0.01371559422915892,0.9549359457422758
BHARTIARTL,7,0.015,0.0001431644546124549,0.9549359457422758
NIFTY,7,0.02,0.0,0.8024114544084402
BANKNIFTY,7,0.02,0.0,0.8024114544084402
BEL,7,0.02,0.027195921581938693,0.8024114544084402
MARUTI,7,0.02,1.8447126839244793e-296,0.8024114544084402
SHRIRAMFIN,7,0.02,0.12555465504004215,0.8024114544084402
ICICIBANK,7,0.02,0.017613078927384035,0.8024114544084402
HDFCBANK,7,0.02,0.22564853705293764,0.8024114544084402
SBIN,7,0.02,0.035031700452341386,0.8024114544084402
RELIANCE,7,0.02,0.08911528298233992,0.8024114544084402
ITC,7,0.02,0.01165529349501595,0.8024114544084402
KOTAKBANK,7,0.02,0.0010389053277459039,0.8024114544084402
LT,7,0.02,2.1397959130491447e-15,0.8024114544084402
ETERNAL,7,0.02,,0.8024114544084402
INFY,7,0.02,0.030256364837395675,0.8024114544084402
ADANIENT,7,0.02,0.00014595479495403948,0.8024114544084402
BAJFINANCE,7,0.02,0.2756293674460661,0.8024114544084402
BHARTIARTL,7,0.02,0.0008423655882688942,0.8024114544084402
