Symbol,Volume (Contracts) - Futures,Volume (Contracts) - Options,Volume (Contracts) - Total,Value (₹ Lakhs) - Futures,Value (₹ Lakhs) - Options (Premium),Value (₹ Lakhs) - Total,Open Interest (Contracts),Underlying,underlying
BHARTIARTL,7833,74408,82241,75582.6081425,72688337240.0,82251.1255425,6668.5174,157151,2011.5
WIPRO,10976,36492,47468,76173.7722,26061450300.0,80106.5502,3932.778,104256,231.29
PAYTM,8608,36625,45233,72785.12423,32063775412.0,78467.94335,5682.81912,48867,1157.3
AXISBANK,8300,85897,94197,70343.298875,73247194512.5,77057.4315,6714.132625,176359,1355.1
KALYANKJIL,11632,105436,117068,59678.5899275,55911989165.25,76290.70033,16612.1104025,65614,432.25
HAL,10635,70385,81020,66121.420185,45803556339.0,76069.708575,9948.28839,170069,4151.0
KAYNES,15487,127096,142583,61550.68909,52052189172.0,75622.58081,14071.89172,81225,3952.0
ASHOKLEY,6605,31615,38220,68146.934,33735749750.0,74349.9565,6203.0225,52741,210.54
HEROMOTOCO,7933,54626,62559,67749.48519,47944888401.0,73408.3692,5658.88401,62849,5754.5
SHRIRAMFIN,7362,49195,56557,63677.6019825,43440948325.5,70470.6102375,6793.008255,71201,1048.6
RVNL,14546,52038,66584,65546.404115,26192080509.0,69808.394205,4261.99009,107884,319.6
CDSL,9016,68149,77165,60021.00494,46599248266.0,69241.2326,9220.22766,54443,1400.0
LT,8568,82879,91447,62339.9155225,60416480024.25,68180.135765,5840.2202425,171281,4168.0
BAJAJ-AUTO,7899,110777,118676,58019.5751625,82949538349.5,67601.5336575,9581.958495,71742,9762.0
MUTHOOTFIN,5450,35690,41140,57756.98984,39792224004.5,67463.242385,9706.252545,35510,3888.0
BAJFINANCE,8494,50156,58650,61896.126,37237962892.5,66645.929925,4749.803925,166820,965.3
ADANIPORTS,8098,55499,63597,59783.141755,41087332111.25,65827.6428675,6044.5011125,83570,1550.0
HINDZINC,6986,59084,66070,53006.89758,47676717662.0,64899.6817,11892.78412,120440,617.0
HCLTECH,10836,48784,59620,60418.754655,27835268331.5,64180.75797,3762.003315,98269,1569.5
PFC,11042,47857,58899,58994.92248,26250171753.0,64180.06751,5185.14503,95746,413.5
LUPIN,6278,21768,28046,59305.279025,21157875253.25,63449.6065575,4144.3275325,31509,2205.0
HINDALCO,8574,29442,38016,58055.35876,20633037327.0,63105.63203,5050.27327,96295,969.0
INDIGO,8063,26709,34772,60185.662635,20158394670.0,62987.509335,2801.8467,99722,4965.0
TECHM,5743,35816,41559,56806.134,36143045496.0,61934.14896,5128.01496,54225,1646.0
KOTAKBANK,6711,32300,39011,57992.0738,28083951680.0,61381.4006,3389.3268,139521,428.45
BEL,8476,75270,83746,52887.0978825,48944599331.25,59795.886195,6908.7883125,184766,436.2
IDEA,6669,15417,22086,55222.7929275,13585364751.0,58661.8554375,3439.06251,139123,11.47
ASTRAL,8294,37062,45356,53694.805915,24570441615.0,58135.647065,4440.84115,32608,1531.0
MANAPPURAM,5665,16525,22190,52645.7043,15614816190.0,57268.2162,4622.5119,30140,307.8
ITC,10133,104807,114940,52319.148,55954064528.0,57175.48128,4856.33328,297592,321.25
ZYDUSLIFE,6198,62937,69135,50065.38684,52975426581.0,56032.52265,5967.13581,31564,887.0
FEDERALBNK,3687,15466,19153,52416.8555,22403015850.0,55364.139,2947.2835,25790,281.3
NATIONALUM,3584,15637,19221,49462.321875,22493703600.0,54806.295375,5343.9735,40557,368.1
APOLLOHOSP,5285,47226,52511,47707.7993625,43889845547.5,54666.8173375,6959.017975,54477,7216.0
COFORGE,8359,39773,48132,49115.0352,24159044921.25,54185.4094125,5070.3742125,68336,1555.8
GRASIM,6671,41684,48355,49161.789575,31046311305.0,53514.752625,4352.96305,85334,2960.0
ASIANPAINT,7865,51262,59127,47308.602325,31995203692.5,50840.13925,3531.536925,113858,2396.4
VOLTAS,8284,41215,49499,46363.08675,23526727987.5,49798.541625,3435.454875,49402,1478.0
NMDC,7838,25455,33293,44909.801325,15013284525.0,48259.441575,3349.64025,78515,85.06
ANGELONE,5675,55133,60808,39524.1115,39160466892.5,48011.155425,8487.043925,30461,2780.0
TMPV,14442,83403,97845,44093.00592,25856614896.0,47717.63488,3624.62896,192757,378.6
RECLTD,8683,40397,49080,43383.65934,21227185798.0,46796.27232,3412.61298,123658,355.8
JIOFIN,6536,39439,45975,41927.343815,26120710036.0,45320.291675,3392.94786,129570,270.6
EICHERMOT,4900,71747,76647,35701.34191,53864901322.0,44434.40513,8733.06322,63732,7290.5
ONGC,6478,33108,39586,39148.5735,20480931832.5,42840.471825,3691.898325,98766,271.6
CANBK,3993,14849,18842,39807.2394,15494343120.0,42122.5731,2315.3337,66362,146.85
ABCAPITAL,3432,13894,17326,37552.68173,15578042066.0,40215.42239,2662.74066,36092,353.55
DMART,6297,34161,40458,37593.81072,20766658660.5,40158.047325,2564.236605,58370,4005.4
HDFCAMC,4372,28202,32574,36742.67565,23934300621.0,40096.56186,3353.88621,33191,2811.1
TORNTPOWER,5376,43557,48933,33521.3159125,27874535983.25,39446.043245,5924.7273325,19692,1486.0
BANDHANBNK,6105,21735,27840,36454.72788,13262659236.0,39361.35024,2906.62236,41520,166.6
DIVISLAB,5803,29676,35479,35967.09559,19038717085.0,39353.31644,3386.22085,56720,6153.0
NTPC,6323,73165,79488,34791.12855,40674869445.0,38539.5105,3748.38195,143633,366.55
INDUSINDBK,5678,15567,21245,36789.54727,10297756322.0,38380.51049,1590.96322,73730,926.9
JUBLFOOD,5116,19677,24793,35470.29475,14060786637.5,38368.473625,2898.178875,30689,555.7
WAAREEENER,6362,16408,22770,35288.7333575,9333521545.25,37697.01131,2408.2779525,27214,3157.0
JSWSTEEL,4035,25863,29898,34160.1940575,22268710842.75,37403.587485,3243.3934275,97694,1244.0
POWERGRID,6092,55121,61213,33914.6542,31080680567.0,37332.85737,3418.20317,102455,293.65
BIOCON,3764,10718,14482,34969.60875,10342995675.0,37260.9405,2291.33175,31686,371.0
PGEL,5452,43110,48562,31458.5983,25588352058.5,37106.798885,5648.200585,26207,602.0
PIIND,6300,10120,16420,34772.525725,5773262738.25,36017.2531075,1244.7273825,29232,3171.0
PERSISTENT,5603,25656,31259,33011.081,15544710851.0,35837.48951,2826.40851,45021,5852.5
BANKBARODA,3997,12891,16888,34114.6730925,11310636899.25,35761.577085,1646.9039925,62043,289.65
NYKAA,3716,15510,19226,32566.763125,13845582062.5,35105.786875,2539.02375,27025,281.1
KFINTECH,6038,25854,31892,30631.53335,13757461285.0,35069.8462,4438.31285,16796,1022.0
CUMMINSIND,3718,13674,17392,32506.41284,12098357566.0,34401.1885,1894.77566,28040,4426.0
DELHIVERY,3601,9286,12887,32759.474595,8708710322.25,34207.2815675,1447.8069725,19834,434.05
LTF,4846,17785,22631,32125.4253,12304712452.5,33954.024825,1828.599525,44101,293.7
BHEL,4162,26743,30905,30038.4674625,19703181540.0,33470.4297375,3431.962275,57974,275.9
HINDUNILVR,4078,33668,37746,29943.54924,25144326780.0,33427.09704,3483.5478,80116,2449.5
VBL,6028,23593,29621,31143.3073875,12459033292.5,33116.1215625,1972.814175,71636,456.0
DLF,5587,21730,27317,31080.941265,12286192017.0,32978.968935,1898.02767,92069,672.0
TVSMOTOR,4788,11417,16205,31644.2651525,7632285876.25,32812.778915,1168.5137625,64376,3756.4
AUBANK,3121,10620,13741,31212.5052,10819899070.0,32742.0959,1529.5907,30560,1000.85
SUNPHARMA,4893,45519,50412,29328.30292,27445550825.0,31995.44117,2667.13825,130891,1706.0
CROMPTON,6255,23545,29800,29819.95614,11313082530.0,31940.91144,2120.9553,50146,261.8
CHOLAFIN,2788,10928,13716,30374.3895,12037797150.0,31868.236,1493.8465,30852,1724.4
GODREJPROP,5522,36487,42009,27679.8326475,18697000610.75,31450.173755,3770.3411075,66041,1820.0
BLUESTARCO,4382,31905,36287,28075.766355,20749693571.75,31240.4570725,3164.6907175,17535,1955.0
PNB,3010,11149,14159,29778.9088,11374918480.0,31235.4536,1456.5448,55888,123.06
OIL,4209,17452,21661,28542.44372,12451236294.0,31013.72666,2471.28294,29351,483.85
ADANIGREEN,4739,24288,29027,27795.08316,14425800876.0,30755.13192,2960.04876,67032,976.0
UPL,2805,13643,16448,28526.285195,14119575388.2,30485.626577,1959.3413819999998,37403,745.45
DRREDDY,3593,24877,28470,28428.14075,20347869237.5,29953.208125,1525.067375,45046,1255.7
AMBUJACEM,4768,22364,27132,27074.257245,12825557073.0,28603.700475,1529.44323,68856,538.5
IDFCFIRSTB,3473,13098,16571,27191.9998,10561905044.25,28530.9267425,1338.9269425,54245,83.9
LTIM,3147,13899,17046,26692.487025,12014243524.5,28488.89727,1796.410245,28028,5635.0
IOC,2957,15177,18134,25602.9164625,13237304486.25,27590.478825,1987.5623625,43197,178.0
TIINDIA,4981,30141,35122,24193.95444,15138928132.0,27181.15576,2987.20132,31364,2444.9
IRCTC,4228,34957,39185,23321.648,19999958230.0,26969.78655,3648.13855,47540,636.0
BRITANNIA,3325,22346,25671,24425.051025,16856958728.75,26921.6383125,2496.5872875,43671,5875.0
ULTRACEMCO,3746,40533,44279,24416.33687,26682650267.0,26633.98954,2217.65267,73033,12985.0
TRENT,5590,46899,52489,23379.78292,19952757588.0,26298.6588,2918.87588,145856,4176.0
POLYCAB,2541,12893,15434,24636.7645875,12436547423.75,26296.363825,1659.5992375,39071,7735.0
NAUKRI,5419,19712,25131,24246.41025,9145509011.25,26015.6003625,1769.1901125,44441,1196.6
MAXHEALTH,4558,11447,16005,24444.56427,6274791993.75,25521.8892075,1077.3249375,42093,1021.7
INDHOTEL,3350,15914,19264,23609.7318,11511030400.0,25499.2858,1889.554,42403,700.7
YESBANK,3659,9743,13402,24500.4245,6911436348.0,25453.53998,953.11548,57161,21.42
PATANJALI,4956,13041,17997,23456.40894,6418094931.0,25135.10325,1678.69431,50754,520.9
GAIL,4475,20018,24493,23392.476135,10567065442.5,24878.42406,1485.947925,59828,164.36
RBLBANK,2460,5091,7551,24010.35711,5111060580.5,24699.899165,689.542055,38305,305.05
SBILIFE,3096,15837,18933,23396.6820375,12204848055.0,24302.9875875,906.30555,47101,2022.1
APLAPOLLO,2945,8155,11100,23144.46134,6439218275.0,24137.85409,993.39275,31860,2240.6
BDL,4810,26604,31414,21738.103345,13005220245.5,23938.9458,2200.842455,64571,1298.0
PREMIERENE,4546,16050,20596,21497.857465,7968209038.75,23421.8353525,1923.9778875,19227,824.65
SHREECEM,3260,21326,24586,21695.150845,14738801153.0,23215.349875,1520.19903,22483,26500.0
TATAELXSI,3727,37096,40823,19956.93314,20829417531.0,23075.95845,3119.02531,36622,5380.5
POWERINDIA,1804,13008,14812,20322.093065,14012463722.0,22665.730285,2343.63722,19758,22391.0
MFSL,3070,8443,11513,21511.63728,6046882360.0,22516.86088,1005.2236,31289,1746.0
SUPREMEIND,3066,24943,28009,20128.374,16956715545.0,22318.61695,2190.24295,17535,3694.7
ABB,2815,11593,14408,20596.090225,8599825415.0,22175.719375,1579.62915,35924,5851.0
COALINDIA,3598,16636,20234,20717.22555,9978014160.0,22034.3409,1317.11535,83894,430.2
SIEMENS,3648,23935,27583,19936.345695,13552169373.75,21822.4394325,1886.0937375,32208,3113.0
CGPOWER,3406,17030,20436,19708.76215,10005404587.0,21455.71802,1746.95587,34671,680.0
BHARATFORG,2382,11185,13567,19190.2144,9195512765.0,21234.04205,2043.82765,24295,1615.0
360ONE,3372,15910,19282,19363.5723,9371989025.0,21117.46255,1753.89025,11061,1160.9
CONCOR,3102,8925,12027,20146.16875,5938958912.5,21105.382875,959.214125,43874,513.85
MAZDOCK,3939,18127,22066,19353.58932,9371746360.0,20984.85292,1631.2636,54598,2434.0
HINDPETRO,2108,9236,11344,19696.647285,8898512276.25,20873.1125475,1176.4652625,32316,460.0
HDFCLIFE,2560,11795,14355,19967.2099,9420136473.0,20821.47463,854.26473,54634,703.85
UNIONBANK,2480,9275,11755,19660.42545,7608523593.0,20805.742005,1145.316555,30740,179.04
LICI,3035,20675,23710,18986.67225,13214108215.0,20698.4694,1711.79715,42301,891.9
LAURUSLABS,2334,9934,12268,19414.55216,8582684846.5,20593.640625,1179.088465,44229,966.1
MPHASIS,2698,6590,9288,19620.477525,4935867673.0,20348.291755,727.81423,26648,2612.1
BAJAJFINSV,3722,24816,28538,18874.471575,12701267365.0,20124.795225,1250.32365,90367,2023.0
CIPLA,3543,32501,36044,17948.1319875,16733372760.0,20047.7470875,2099.6151,67002,1341.1
SBICARD,3180,7352,10532,19356.40392,4659241568.0,19985.3796,628.97568,43528,765.0
ICICIGI,3085,12609,15694,19113.97345,7882205877.0,19808.43722,694.46377,24479,1901.2
ICICIPRULI,3154,6334,9488,18856.33997,3831497297.0,19232.06794,375.72797,22535,641.4
LODHA,3467,14110,17577,17062.25517,7004852293.5,18725.448105,1663.192935,33234,1095.0
BANKINDIA,2054,4620,6674,17832.42864,4112194424.0,18621.35288,788.92424,17960,167.22
PNBHOUSING,3210,6656,9866,17864.20558,3828398925.0,18512.21983,648.01425,30220,856.0
ADANIENSOL,2549,5598,8147,17591.0148225,3854617024.5,18342.6525675,751.637745,42531,1014.0
INDIANB,1839,9026,10865,16701.9288,8319708160.0,18079.8104,1377.8816,18253,908.0
BOSCHLTD,1807,14537,16344,16139.6203675,13576654659.25,17384.97946,1245.3590925,20286,35540.0
TATATECH,3244,11098,14342,16423.73616,5779852064.0,17356.9368,933.20064,25684,630.1
CAMS,2904,7948,10852,16228.119825,4508793285.0,17009.502675,781.38285,17509,741.3
SUZLON,3611,17989,21600,15664.8008,8462341158.25,16629.1698825,964.3690825,69029,47.64
COLPAL,3033,21554,24587,14840.5792275,10775593811.25,16184.34234,1343.7631125,44675,2187.4
HAVELLS,2227,9903,12130,15353.056,6896931725.0,16145.92325,792.86725,31628,1371.0
BPCL,1929,10674,12603,14692.7871525,8270803090.0,15990.5280525,1297.7409,32741,384.65
TORNTPHARM,1496,5734,7230,15098.1469,5958304445.0,15976.69135,878.54445,14728,4073.9
IRFC,2878,18901,21779,14134.05925,9797197835.0,15821.7351,1687.67585,51640,115.2
JINDALSTEL,1950,9841,11791,14586.285125,7453039287.5,15789.4905,1203.205375,32917,1190.0
KEI,1670,9748,11418,13399.759905,8003462433.75,15461.8217425,2062.0618375,16986,4592.0
IEX,2979,11426,14405,14161.222875,5654766600.0,15350.301375,1189.0785,54118,126.0
TATACONSUM,2306,8806,11112,14717.43482,5700494684.5,15259.876665,542.441845,38965,1153.0
IREDA,3318,5648,8966,14708.95701,2643915124.5,15189.100755,480.143745,39170,129.05
SOLARINDS,2008,12876,14884,13544.676245,8849920349.5,15013.97974,1469.303495,35605,13415.0
MARICO,1552,10210,11762,14156.0844,9441687336.0,14998.27776,842.19336,31568,762.6
NESTLEIND,2159,10662,12821,14102.63755,7094775520.0,14948.99275,846.3552,49766,1307.5
SAIL,1944,1440,3384,14630.25118,1104999563.0,14857.27481,227.02363,57440,160.7
NUVAMA,2010,4827,6837,13978.4392,3472532875.0,14704.66795,726.22875,9438,1377.4
FORTIS,2002,6080,8082,13855.7453525,4325547474.5,14664.0825975,808.337245,22183,891.4
GLENMARK,1840,7173,9013,13650.2271,5455956472.5,14658.891825,1008.664725,41683,1953.7
SRF,2298,6926,9224,13679.06256,4207704152.0,14314.06408,635.00152,28640,2951.0
EXIDEIND,2145,8667,10812,13163.9283,5508980550.0,14095.8288,931.9005,36089,339.15
INOXWIND,3161,8266,11427,12710.514245,3479121109.75,13662.4734675,951.9592225,39856,111.04
PETRONET,2044,13977,16021,11803.18266,8255971732.0,13520.89248,1717.70982,37397,303.35
SONACOMS,1876,4933,6809,12271.734195,3310213326.0,13009.551205,737.81701,18460,530.5
OFSS,2122,10326,12448,11711.8526175,5915300421.0,12686.7568275,974.90421,30916,7323.5
PAGEIND,2318,17621,19939,12009.775164,9731647320.3,12679.673367000001,669.898203,32694,34650.0
KPITTECH,2659,18440,21099,11109.8256775,8138079562.5,12507.6188025,1397.793125,29623,973.0
LICHSGFIN,2295,5016,7311,12047.6758,2693087970.0,12414.5055,366.8297,52376,521.1
GODREJCP,1892,11428,13320,11359.5482,6918211775.0,12144.76595,785.21775,26905,1200.0
TATAPOWER,2033,18738,20771,10921.92983,10250740388.5,12113.338715,1191.408885,82121,369.5
JSWENERGY,2294,11381,13675,11087.724,5583594650.0,11817.9205,730.1965,47752,481.35
DABUR,1657,13813,15470,10694.872,9043331700.0,11679.1265,984.2545,36866,518.0
NBCC,1638,3802,5440,10889.89395,2640482390.0,11585.00785,695.1139,23454,101.16
PIDILITIND,1497,4285,5782,11078.1298,3202856720.0,11374.897,296.7672,24185,1475.0
PPLPHARMA,2534,6367,8901,10805.294325,2813348580.0,11343.467625,538.1733,15821,163.3
GMRAIRPORT,1442,6487,7929,9841.7773125,4517944371.0,10656.4545225,814.67721,41101,97.7
UNOMINDA,1420,8223,9643,9585.3219,5607211274.5,10399.264645,813.942745,17618,1231.4
OBEROIRLTY,1632,6794,8426,8964.393095,3776061208.5,9515.24518,550.852085,27342,1569.0
NHPC,1821,6737,8558,9035.10016,3471387648.0,9467.31264,432.21248,26988,76.91
HUDCO,1621,6799,8420,8772.158505,3805697187.75,9394.2416325,622.0831275,34379,193.5
SYNGENE,1943,5102,7045,8873.8762,2490920950.0,9287.6857,413.8095,24991,454.1
DALBHARAT,1243,3427,4670,8910.2569725,2507837377.5,9249.4357475,339.178775,16364,2185.1
ALKEM,1053,3326,4379,7586.67555,2344203510.0,7873.58565,286.9101,12969,5781.0
UNITDSPR,1279,5625,6904,7219.84992,3223226836.0,7640.55828,420.70836,38553,1411.8
PRESTIGE,924,3424,4348,6603.305625,2480934397.5,7182.3096,579.003975,15148,1582.3
MANKIND,1441,3693,5134,6734.2482675,1812775869.0,6931.5769575,197.32869,22907,2072.5
FINNIFTY,134,42427,42561,2268.696312,71613491744.4,6585.393756,4316.697443999999,28335,28186.25
PHOENIXLTD,741,5986,6727,4593.526665,3767569109.5,4958.72776,365.201095,19144,1760.0
BAJAJHLDNG,602,2671,3273,3350.017655,1561533131.0,3492.298965,142.28131,8773,11050.0
NIFTYNXT50,174,457,631,3038.3084,801057757.0,3118.26097,79.95257,1611,69829.6
SAMMAANCAP,50,83,133,317.727,55790608.0,322.00808,4.28108,37935,147.0
