Symbol,Volume (Contracts) - Futures,Volume (Contracts) - Options,Volume (Contracts) - Total,Value (₹ Lakhs) - Futures,Value (₹ Lakhs) - Options (Premium),Value (₹ Lakhs) - Total,Open Interest (Contracts),Underlying,underlying
FEDERALBNK,3189,11080,14269,45444.302,16105077050.0,48368.1975,2923.8955,20051,284.5
INDUSTOWER,6108,10504,16612,44297.1924,7938582565.0,46415.29805,2118.10565,65097,425.05
MUTHOOTFIN,3922,7153,11075,42773.9720925,8060085473.0,45206.3518225,2432.37973,20454,3971.5
GODREJPROP,9721,25659,35380,41343.87752,11684949001.0,45076.62753,3732.75001,71742,1551.1
ULTRACEMCO,6653,25386,32039,42461.88595,16569894040.0,45004.17635,2542.2904,68834,12775.0
BPCL,5749,17077,22826,41296.7224775,12649383699.0,44104.9007175,2808.17824,24988,363.4
GAIL,7791,27163,34954,40874.487885,14772627544.5,43847.71083,2973.222945,46372,168.12
HCLTECH,6610,24216,30826,39917.819725,14877462215.0,42601.671875,2683.85215,61469,1722.8
SRF,7222,15041,22263,40275.8723,8682150104.0,42148.77334,1872.90104,23208,2835.0
MANAPPURAM,4460,10701,15161,39206.676,9882049200.0,41878.893,2672.217,21848,292.75
VOLTAS,7686,12630,20316,39113.5436625,6749695773.75,41220.7014,2107.1577375,42040,1379.0
ADANIGREEN,7318,30451,37769,35726.26584,15725871570.0,40947.38154,5221.1157,59114,821.2
PIDILITIND,5444,7749,13193,39681.7819,5767233395.0,40794.86585,1113.08395,20069,1464.9
WIPRO,5408,18314,23722,38574.054,13540520550.0,40719.7545,2145.7005,59855,237.95
BHARATFORG,5208,13977,19185,37630.41435,10500105760.0,40477.57195,2847.1576,19319,1464.0
IRFC,6681,29131,35812,33669.253525,15621060300.0,38304.286525,4635.033,31671,120.8
NTPC,6458,47483,53941,33701.5209,25703769195.0,38297.12535,4595.60445,77038,348.9
DELHIVERY,4344,5328,9672,36680.7129,4666944044.5,38127.499595,1446.786695,15892,406.95
NMDC,6363,19959,26322,34893.724725,11414833200.0,38121.534225,3227.8095,63942,81.6
HINDPETRO,3854,15800,19654,33763.8267675,14444177134.5,37325.8418625,3562.015095,26221,433.0
TITAN,5026,14822,19848,35151.999995,10660779097.5,37170.86597,2018.865975,65146,3980.0
POLYCAB,4117,10330,14447,35508.0622375,9219853237.5,37160.7196125,1652.657375,38473,6870.0
IDFCFIRSTB,4416,12123,16539,33947.8476575,9563245760.25,35923.95226,1976.1046025,47833,82.91
NESTLEIND,5355,8513,13868,34487.93735,5618271690.0,35787.30425,1299.3669,41342,1295.6
IOC,4034,18181,22215,32056.123125,14872208958.75,35333.5139625,3277.3908375,27049,162.9
COFORGE,4892,21385,26277,30899.586,14071478947.5,35298.275475,4398.689475,46423,1690.1
SUNPHARMA,5899,18928,24827,33308.43929,11032883813.0,35116.48742,1808.04813,73307,1608.0
POWERGRID,6797,17624,24421,33160.85485,8988979097.0,34741.40082,1580.54597,70366,259.6
BANKINDIA,3756,8503,12259,32471.76556,7504847480.0,34616.44836,2144.6828,15310,167.4
AUBANK,3361,7247,10608,32504.3511,7260082230.0,33953.8734,1449.5223,30739,962.0
LAURUSLABS,3686,13651,17337,31427.922355,12209115318.0,33707.240535,2279.31818,36201,1001.9
BANDHANBNK,5717,12820,18537,31656.60504,7343422380.0,33703.63884,2047.0338,37827,153.2
CDSL,4568,20997,25565,29349.4773175,14166260967.5,33642.4669925,4292.989675,40279,1357.8
ABCAPITAL,2882,7509,10391,31284.56915,8479089372.0,33549.89787,2265.32872,29270,348.75
SWIGGY,7720,7224,14944,32054.17592,3177197699.0,33248.20291,1194.02699,24614,324.6
TRENT,7749,30443,38192,29887.58227,12335524754.0,33041.92981,3154.34754,113643,3862.5
ADANIENSOL,5202,12293,17495,30456.638955,7517658660.75,32930.7305625,2474.0916075,38974,880.0
APLAPOLLO,4113,10025,14138,30139.39523,7553725354.0,32007.73877,1868.34354,33947,2085.0
APOLLOHOSP,3365,16962,20327,28939.6251625,15075310751.25,31896.295175,2956.6700125,40448,6872.5
DRREDDY,3810,13232,17042,29384.407,10434420993.75,31113.3044375,1728.8974375,31601,1221.0
MOTHERSON,4330,5953,10283,29459.02152,4280034936.0,30563.47788,1104.45636,35698,111.65
BRITANNIA,4005,13400,17405,28948.8785625,10195672741.25,30562.043475,1613.1649125,31916,5742.0
KAYNES,7913,24016,31929,27265.45997,8817653513.0,30381.5951,3116.13513,49587,3486.6
GRASIM,4004,8883,12887,28757.2167,6522397887.5,29968.295575,1211.078875,69324,2840.0
UNITDSPR,5424,9965,15389,28773.32108,5457681828.0,29827.73936,1054.41828,39942,1330.0
CHOLAFIN,2786,3253,6039,28715.318,3449935587.5,29492.798875,777.480875,28457,1637.0
JSWENERGY,5992,18252,24244,26841.8862,8497236110.0,28879.2473,2037.3611,48337,446.3
SUZLON,6146,18086,24232,26325.2580525,8302838362.25,28661.206925,2335.9488725,47236,47.99
VBL,5172,8451,13623,27287.6945625,4595387602.5,28312.0518375,1024.357275,51427,469.2
HDFCAMC,3697,6028,9725,27346.80741,4639466595.0,28161.27336,814.46595,30111,2477.3
ASTRAL,4317,7084,11401,26462.065445,4492581840.0,27510.798845,1048.7334,21340,1455.6
BAJAJFINSV,5409,11392,16801,26299.664625,5734665500.0,27454.719625,1155.055,74613,1942.0
TATAPOWER,4836,19045,23881,24926.744245,10238423059.0,27273.553585,2346.80934,64569,355.9
MAXHEALTH,5035,7100,12135,25577.6479875,3749643439.5,26538.7023825,961.054395,40249,960.0
YESBANK,3661,13264,16925,24472.78593,9387277492.0,26297.95785,1825.17192,49807,21.49
DABUR,3862,10861,14723,24738.2695,7215796550.0,26164.1725,1425.903,25996,517.2
PATANJALI,5504,4136,9640,24928.20423,1953380331.0,25500.67254,572.46831,44792,506.0
LODHA,5447,14919,20366,22712.730525,6491073879.0,24843.654315,2130.92379,37108,924.0
TIINDIA,5203,8663,13866,23317.83,4092743896.0,24490.50896,1172.67896,23966,2298.0
ANGELONE,3142,19382,22524,20545.5348,13147095940.0,24452.3692,3906.8344,18941,2617.6
CIPLA,4679,15750,20429,23300.4556125,8136840142.5,24381.9195375,1081.463925,56297,1334.7
LUPIN,2554,4729,7283,23170.9517625,4460167336.5,23940.4201275,769.468365,20068,2131.6
POWERINDIA,2568,5316,7884,22474.87654,4955731339.5,23879.814935,1404.938395,7910,17685.0
HDFCLIFE,2790,12077,14867,22331.99199,10006380538.0,23635.81737,1303.82538,38919,728.9
IREDA,4740,13868,18608,21010.163625,6576287949.0,22778.717115,1768.55349,28755,134.19
DIVISLAB,3519,10482,14001,21719.62552,6683279620.0,22744.72172,1025.0962,41692,6217.5
INDIANB,2367,6635,9002,21131.5688,6124218970.0,22719.4585,1587.8897,14109,900.3
BIOCON,2282,5625,7907,21065.533,5412794750.0,22176.1055,1110.5725,22399,370.0
POLICYBZR,3675,5129,8804,21116.438315,3066662011.0,22112.718425,996.28011,23753,1650.1
MFSL,3312,3945,7257,21490.74336,2622815100.0,22082.73436,591.991,25886,1619.8
IRCTC,3594,17520,21114,19397.761425,9932989972.5,21747.9549,2350.193475,41093,627.0
KALYANKJIL,4247,17630,21877,18590.5777525,8249511968.75,21718.67744,3128.0996875,47362,368.0
RBLBANK,2160,6807,8967,20427.0168675,6591112516.25,21511.46828,1084.4514125,35406,297.5
HUDCO,3509,8444,11953,19614.538605,4961039938.5,21115.803615,1501.26501,21902,204.15
CUMMINSIND,2490,4553,7043,19945.22724,3768482022.0,20999.84746,1054.62022,20493,4017.6
LTF,3018,8745,11763,19648.9665,5887072305.0,20932.28955,1283.32305,33838,289.7
DMART,3454,19980,23434,19227.458085,12097554766.5,20585.73075,1358.272665,46835,3735.0
GLENMARK,2564,4797,7361,19217.6144625,3728954197.5,20134.7064375,917.091975,35795,1995.0
PGEL,3712,5057,8769,18823.832285,2708544268.5,19880.60497,1056.772685,17867,543.25
UPL,1926,4757,6683,18693.422549000003,4808893997.3,19876.192022,1182.769473,34546,714.85
NAUKRI,3903,7030,10933,18920.7483375,3515865198.75,19720.925325,800.1769875,27258,1301.3
NBCC,2800,6008,8808,17941.6692,4097124980.0,19241.079,1299.4098,19024,99.78
PETRONET,3047,17545,20592,16790.00493,9964668028.0,19146.37771,2356.37278,31946,291.0
SIEMENS,3364,12186,15550,17472.57225,6557043218.25,19035.2669325,1562.6946825,17671,2978.1
GMRAIRPORT,2684,8902,11586,17575.006545,6216274496.25,18822.8445075,1247.8379625,36401,94.2
CONCOR,2814,9986,12800,17300.330625,6413537462.5,18805.51775,1505.187125,37054,497.0
PNBHOUSING,3076,10045,13121,16796.62257,5698812203.5,18299.119605,1502.497035,31029,844.35
INDHOTEL,2663,5123,7786,17517.1752,3508632490.0,18253.2001,736.0249,39207,656.0
WAAREEENER,3390,11158,14548,16347.18281,5554728436.25,18209.2796725,1862.0968625,19280,2749.0
AMBUJACEM,2991,7746,10737,16870.3794,4524673755.0,17893.42695,1023.04755,59748,534.0
NUVAMA,2515,6233,8748,16458.9479,4287498900.0,17617.2369,1158.289,7795,1314.0
PHOENIXLTD,2706,4768,7474,16557.613485,3038043690.5,17327.21039,769.596905,14275,1730.0
TORNTPHARM,1714,1371,3085,16881.657625,1384347510.0,17143.132725,261.4751,11193,3945.7
LTIM,1684,8180,9864,15185.409945,7561740450.0,16838.339445,1652.9295,21122,6016.0
JUBLFOOD,2647,4332,6979,16257.709375,2842528687.5,16809.12125,551.411875,25075,495.0
SYNGENE,3119,14403,17522,15105.0286,7303081070.0,16783.5393,1678.5107,18803,480.75
COLPAL,3274,8040,11314,15820.8255225,4007756605.5,16652.0465775,831.221055,31183,2153.1
SONACOMS,2492,7898,10390,14934.9470375,4933693220.75,16386.751745,1451.8047075,15039,492.5
EXIDEIND,2619,6067,8686,15275.74752,3707473302.0,16185.64554,909.89802,26245,321.5
PRESTIGE,2377,2970,5347,15275.42091,1976046246.0,15797.30337,521.88246,11118,1418.5
HAVELLS,2350,4234,6584,15244.7101,2832706660.0,15705.4267,460.7166,26055,1290.1
GODREJCP,2452,9804,12256,14261.8,5875715335.0,15397.30335,1135.50335,20891,1171.0
NYKAA,1980,2735,4715,14701.671875,2120499531.25,15360.8859375,659.2140625,15888,238.4
MPHASIS,1870,3799,5669,14622.90852,3045400919.0,15187.03021,564.12169,19744,2839.0
BOSCHLTD,1635,3910,5545,14603.2248075,3669799077.25,15157.90308,554.6782725,11037,36000.0
OBEROIRLTY,2794,4839,7633,14503.12444,2595556890.5,15142.143345,639.018905,20692,1480.0
SHREECEM,2171,1219,3390,14839.4946725,853229265.25,15006.724825,167.2301525,12035,27455.0
PPLPHARMA,3447,8449,11896,13872.9948,3554194875.0,14913.846675,1040.851875,14261,155.0
AUROPHARMA,2271,3044,5315,14189.40402,1962834604.5,14640.295065,450.891045,43746,1142.7
FORTIS,2138,2627,4765,14105.8742,1807491363.0,14578.91033,473.03613,18122,850.0
DALBHARAT,2086,2260,4346,14244.4297125,1569688818.75,14512.5929,268.1631875,11802,2078.0
OFSS,2158,5432,7590,13011.95385,3383972787.0,13780.43172,768.47787,20443,8048.0
LICHSGFIN,2366,6251,8617,12270.8439,3345703310.0,13049.377,778.5331,42506,519.0
IEX,2429,9126,11555,11608.7505,4669834837.5,12873.673875,1264.923375,36385,128.72
BLUESTARCO,2280,1998,4278,12515.6085275,1132408416.75,12846.372695,330.7641675,8988,1711.2
PREMIERENE,3014,3171,6185,12343.968555,1377515620.5,12769.23476,425.266205,13063,719.95
AMBER,2212,2186,4398,12406.31791,1302474745.0,12757.06536,350.74745,15350,5626.0
MANKIND,2495,3245,5740,11824.43931,1597804580.25,12269.0701125,444.6308025,11293,2117.6
CROMPTON,2789,6571,9360,11373.0921,2852003178.0,12116.19888,743.10678,37651,225.35
SUPREMEIND,1784,2955,4739,11044.177655,1908898468.75,11584.5623425,540.3846875,13047,3519.8
360ONE,1992,1425,3417,11347.7436,846209715.0,11566.44075,218.69715,7202,1140.0
INOXWIND,2679,6996,9675,10370.14979,2888432118.0,11273.214095,903.064305,33544,109.35
NHPC,2109,6473,8582,10467.264,3326025408.0,11248.54208,781.27808,15180,78.79
PAGEIND,2166,5863,8029,10370.5129215,3102541009.95,10779.123021,408.61009950000005,23371,32485.0
KFINTECH,2091,2004,4095,10381.61715,1059124325.0,10696.0604,314.44325,13373,1014.2
KEI,1427,3532,4959,9597.3826375,2469720177.75,10170.396915,573.0142775,8868,3870.0
ZYDUSLIFE,1164,2318,3482,9400.2354,1945288935.0,9807.32475,407.08935,12840,897.4
TATAELXSI,1666,7451,9117,9014.33414,4268146454.0,9737.39868,723.06454,20264,5387.0
PIIND,1653,3244,4897,9261.565635,1895018436.5,9679.88,418.314365,18507,3220.0
LICI,1578,5350,6928,9067.57754,3179240540.0,9669.13794,601.5604,21809,824.75
TATATECH,1764,3410,5174,9315.27184,1855885952.0,9648.77136,333.49952,16974,660.05
KPITTECH,1931,3740,5671,9051.461725,1814755503.75,9524.4567625,472.9950375,12916,1108.8
NIFTYNXT50,536,416,952,9083.664485,710841933.5,9195.55882,111.894335,1006,68205.65
FINNIFTY,341,17546,17887,5608.09623,29144764758.0,9127.08381,3518.98758,4483,27335.2
TORNTPOWER,1531,1770,3301,8656.9467625,1041140600.75,8927.93777,270.9910075,8628,1340.9
CAMS,1558,4715,6273,8267.622075,2601097252.5,8915.9196,648.297525,13851,712.5
ICICIPRULI,1356,2672,4028,8128.36757,1632778679.5,8440.149365,311.781795,17510,643.0
ALKEM,1058,1622,2680,7545.7757375,1196295156.25,7831.2273,285.4515625,10916,5720.0
UNOMINDA,1133,866,1999,7156.635695,576653891.0,7301.514605,144.87891,10423,1149.0
ICICIGI,1078,1888,2966,6406.149295,1143531902.5,6602.12332,195.974025,19143,1825.0
BAJAJHLDNG,668,1206,1874,3576.96816,681482203.5,3720.540195,143.572035,5248,10695.0
