Symbol,Volume (Contracts) - Futures,Volume (Contracts) - Options,Volume (Contracts) - Total,Value (₹ Lakhs) - Futures,Value (₹ Lakhs) - Options (Premium),Value (₹ Lakhs) - Total,Open Interest (Contracts),Underlying,underlying
MUTHOOTFIN,7047,22784,29831,69575.8465875,23927217369.0,75448.9202775,5873.07369,32452,3591.9
ETERNAL,9429,60630,70059,66278.90884,43445129646.5,74706.205305,8427.296465,153428,287.05
PAGEIND,13014,57593,70607,68490.8059875,31797201814.95,73544.149137,5053.3431494999995,29955,35430.0
IDEA,8053,25395,33448,65106.74904,23047906407.75,70879.1343675,5772.3853275,138593,11.23
JUBLFOOD,9520,38700,48220,63818.397875,27151619400.0,70569.341875,6750.944,28890,544.5
ADANIPORTS,8167,59407,67574,60944.5675325,44990967616.0,69140.6286925,8196.06116,83982,1566.5
BAJFINANCE,8859,54068,62927,64012.30935,39291484702.5,69087.231375,5074.922025,164043,964.65
TIINDIA,11887,93161,105048,57713.56596,46741125792.0,68965.50388,11251.93792,30506,2377.4
MARUTI,7948,102339,110287,59848.92746,78424811367.0,67789.94113,7941.01367,147277,15025.0
NTPC,10935,106331,117266,59948.11695,59484233325.0,66068.6127,6120.49575,131775,366.25
WIPRO,8931,26503,35434,62815.4232,19173321900.0,65624.1972,2808.774,90035,233.18
GODREJPROP,12144,71947,84091,56247.9017925,34531005850.0,64442.6102925,8194.7085,70433,1686.9
ABCAPITAL,5600,18935,24535,59216.88944,20894692230.0,63313.17674,4096.2873,36230,345.35
SHRIRAMFIN,7245,20358,27603,59074.0293825,16963079463.0,61875.3865125,2801.35713,71920,994.9
DMART,9373,52525,61898,54655.02561,31682827909.5,59536.404705,4881.379095,55587,3930.0
DIVISLAB,9124,24926,34050,55472.56974,15661456290.0,58607.98264,3135.4129,49970,6126.0
MAXHEALTH,9851,45666,55517,53380.0424325,25271906913.75,58474.14657,5094.1041375,42932,1038.0
M&M,7581,32878,40459,54175.96034,24146146478.0,58210.62512,4034.66478,137012,3575.0
ADANIENT,7655,31729,39384,52740.337690500004,22258024803.57,57882.6623262,5142.3246357,112495,2232.6
SUZLON,11840,51398,63238,51837.8933725,23889916223.25,56561.409605,4723.5162325,63589,47.76
JIOFIN,8013,52297,60310,50881.91612,34608588791.0,56477.30278,5595.38666,125902,269.95
CANBK,5203,13345,18548,52368.21045,13910062567.5,55024.133625,2655.923175,61675,148.12
LUPIN,5112,28396,33508,48369.4845575,27752364871.25,54140.39827,5770.9137125,26537,2217.9
HEROMOTOCO,5279,50730,56009,45715.12068,45648891045.0,53270.83113,7555.71045,54280,5780.5
HINDUNILVR,6720,43345,50065,48268.76751,32123256273.0,53200.77024,4932.00273,76978,2356.0
PNB,4964,15865,20829,49439.8672,16330201920.0,52443.4864,3003.6192,52775,123.91
HCLTECH,8160,53277,61437,46282.43809,30575366118.5,50254.129275,3971.691185,85643,1607.4
HDFCAMC,5604,17876,23480,46388.32992,15073681908.0,48792.909,2404.57908,32741,2760.0
UNOMINDA,6614,25875,32489,44499.97431,18098917446.5,48538.418775,4038.444465,15766,1233.0
HINDPETRO,4732,20577,25309,44557.8948675,19926433572.75,48465.823095,3907.9282275,31771,458.0
LT,6222,45894,52116,44308.220215,32921686397.25,48217.1291875,3908.9089725,153702,4060.0
ITC,8590,87183,95773,43021.16864,45476831680.0,47458.78944,4437.6208,282825,310.1
AUROPHARMA,6923,12241,19164,45309.82852,8346655927.5,46938.587795,1628.759275,50201,1176.9
NMDC,7472,28042,35514,42647.9958,16639586527.5,46608.823575,3960.827775,75013,84.69
RVNL,9182,31440,40622,42204.70135,16167075921.5,46187.029315,3982.327965,91454,316.6
ABB,5842,23474,29316,41999.7609625,17344720851.25,45698.156975,3698.3960125,37048,5749.0
VBL,8633,22858,31491,42928.373925,11969885070.0,45067.368375,2138.99445,80594,436.95
MANAPPURAM,4748,12208,16956,41478.6705,11018288400.0,44626.3545,3147.684,29483,293.9
INDUSINDBK,6675,14520,21195,42678.40115,9540165453.0,44309.10568,1630.70453,68106,913.5
TATAPOWER,7467,64766,72233,39449.074535,35282538235.5,44207.06814,4757.993605,81709,364.25
ONGC,6446,45124,51570,38763.5238,28100687152.5,43953.065325,5189.541525,92964,268.65
ADANIGREEN,6594,29872,36466,38239.90248,17858225988.0,43290.82236,5050.91988,68118,966.0
DLF,7507,28000,35507,40666.950555,15369045507.75,43203.9581325,2537.0075775,89509,661.5
PERSISTENT,6300,34509,40809,37637.91478,21338601159.0,41675.22637,4037.31159,38867,5981.0
PAYTM,4483,12259,16742,39343.10346,11017754638.75,41656.4548475,2313.3513875,41295,1215.0
TECHM,3793,23578,27371,37575.72228,23922780276.0,41162.16504,3586.44276,52291,1645.0
ASHOKLEY,3879,10914,14793,38747.2535,11224047750.0,40955.231,2207.9775,48212,201.93
POWERINDIA,3984,8827,12811,38004.12211,8997462748.5,40544.749595,2540.627485,11613,19150.0
COFORGE,6022,26928,32950,36330.9253875,16877698203.75,40049.107425,3718.1820375,56163,1599.1
BANKBARODA,4436,13981,18417,37813.601475,12330984422.25,39985.3019475,2171.7004725,58257,290.7
JSWSTEEL,4379,20409,24788,36506.7481275,17365994601.75,39324.801645,2818.0535175,96424,1241.0
TITAN,4916,26699,31615,35307.110965,19723803961.75,38233.2005825,2926.0896175,82105,4106.7
SUNPHARMA,5787,46782,52569,34494.60581,27916818734.0,37331.07315,2836.46734,125336,1703.1
SAIL,4800,8690,13490,35419.88103,6562305111.0,37194.37214,1774.49111,55050,159.75
IDFCFIRSTB,4413,12050,16463,34994.55645,9785860785.75,36658.4293075,1663.8728575,51677,85.11
BHEL,4595,23854,28449,32679.867675,17500019617.5,36082.3701,3402.502425,57502,268.5
BDL,6825,53799,60624,29942.69215,25924096716.0,35975.24931,6032.55716,63519,1273.4
LTF,5267,14880,20147,33459.3252,9805173075.0,35384.98095,1925.65575,41176,283.05
JINDALSTEL,4389,17544,21933,32231.1825625,13027391700.0,34913.8495625,2682.667,32401,1179.0
UPL,2960,12408,15368,29962.465684000003,12728653755.55,32080.471739499997,2118.0060555,36871,748.9
BPCL,3802,20806,24608,28903.2068225,16169609992.5,31984.3904975,3081.183675,31645,381.2
CDSL,4627,16895,21522,29837.4117575,11239996031.5,31922.6120725,2085.200315,48083,1362.0
AMBER,4449,16519,20968,28305.23264,11184014314.0,31246.07578,2940.84314,18749,6391.0
BHARATFORG,3681,10671,14352,29089.44395,8618078405.0,31170.428,2080.98405,24550,1567.4
MAZDOCK,5753,25758,31511,27386.19106,12936853316.0,31018.44422,3632.25316,49978,2397.1
FEDERALBNK,1970,6893,8863,28336.7385,10096288100.0,29733.7445,1397.006,22931,287.5
UNIONBANK,3454,13795,17249,27196.62702,11255304595.5,29524.13985,2327.51283,29570,176.75
INDUSTOWER,3689,9725,13414,27780.94763,7536816975.0,29265.58738,1484.63975,67312,441.3
CROMPTON,6231,14550,20781,27639.12186,6710323338.0,29262.00024,1622.87838,47557,247.0
BANKINDIA,3223,9398,12621,27380.38992,8345535484.0,29222.52476,1842.13484,18394,163.1
LTIM,3138,15448,18586,26773.5687,13530496857.0,28967.78727,2194.21857,26805,5670.0
ASIANPAINT,4371,34327,38698,26619.714975,21647182057.5,28901.03555,2281.320575,103245,2433.5
NHPC,5206,25699,30905,25977.26976,13398577280.0,28618.72256,2641.4528,25696,79.9
EICHERMOT,3698,12901,16599,26771.50522,9600331847.0,28178.77369,1407.26847,51483,7193.0
ADANIENSOL,3858,9479,13337,26148.049965,6575172813.0,27822.365595,1674.31563,42350,1013.0
SOLARINDS,3809,17211,21020,25488.98586,12041399580.0,27786.48166,2297.4958,35244,13353.0
COALINDIA,4358,21016,25374,25164.055755,12648056647.5,27329.46723,2165.411475,78429,432.6
CHOLAFIN,2391,5910,8301,25866.96475,6409280412.5,26759.518875,892.554125,31790,1721.6
POLYCAB,2620,9886,12506,24775.659625,9398693313.75,25991.2177625,1215.5581375,37167,7555.0
KALYANKJIL,5205,21255,26460,23139.850045,9914499623.5,25962.45878,2822.608735,53707,378.9
TVSMOTOR,3771,10530,14301,24578.6949625,7004491044.25,25904.920405,1326.2254425,65340,3715.0
ANGELONE,3527,16909,20436,23359.03785,11437358417.5,25770.372025,2411.334175,28239,2642.7
POWERGRID,4175,36833,41008,22693.97563,20373518588.0,25278.72651,2584.75088,93276,289.35
GAIL,4797,10272,15069,24320.37384,5340137733.0,25060.24017,739.86633,59759,160.1
OIL,3233,13084,16317,22663.28568,9662312506.0,25036.45074,2373.16506,25389,497.2
BAJAJFINSV,4591,34836,39427,23080.654725,17879408670.0,24988.741425,1908.0867,88197,2001.0
MARICO,2524,15606,18130,22572.05184,14264842836.0,24525.5802,1953.52836,31638,748.9
TATAELXSI,3987,20768,24755,21767.66232,11800386702.0,23651.42934,1883.76702,29866,5390.0
YESBANK,3399,8937,12336,22703.36698,6356825383.0,23636.53181,933.16483,54543,21.33
GLENMARK,3065,6519,9584,22491.8278875,4901848957.5,23370.2174625,878.389575,40419,1969.7
VOLTAS,3966,19635,23601,21152.7015,10723213515.0,23285.16165,2132.46015,45209,1427.1
GRASIM,3090,6174,9264,22106.589375,4510627892.5,22713.3683,606.778925,79685,2871.1
BIOCON,2306,6737,9043,21154.3015,6470047700.0,22624.6535,1470.352,29660,367.5
NBCC,3237,6479,9716,21328.2225,4510625990.0,22589.2524,1261.0299,22479,100.9
BAJAJ-AUTO,2883,18650,21533,20874.57051,13799812289.25,22577.0684025,1702.4978925,68201,9659.5
SWIGGY,4863,16992,21855,20215.12376,7316654384.0,22126.1976,1911.07384,34863,320.7
ULTRACEMCO,3267,16304,19571,20912.07286,10467925739.0,21845.18025,933.10739,69481,12770.0
LAURUSLABS,2497,9381,11878,20528.557825,8130855999.0,21653.047815,1124.48999,42722,963.1
DRREDDY,2609,12718,15327,20371.710625,10107224493.75,21557.8930625,1186.1824375,39099,1245.0
APOLLOHOSP,2220,11310,13530,19777.62145,10338396460.0,21362.64855,1585.0271,45387,7125.0
RBLBANK,2120,5446,7566,20562.5112625,5448252279.75,21208.94031,646.4290475,38189,304.25
APLAPOLLO,2668,5753,8421,20413.25356,4450412610.0,21171.36966,758.1161,29858,2182.1
AMBUJACEM,3618,10373,13991,20244.16233,5932208362.5,21161.675955,917.513625,68681,532.45
PIDILITIND,2659,10817,13476,19632.1737,8134038640.0,20830.3101,1198.1364,24884,1472.7
IREDA,4526,4880,9406,20159.225955,2306823973.5,20708.00469,548.778735,36305,129.98
KEI,2552,3412,5964,19613.726125,2689129283.75,20045.5439625,431.8178375,15331,4444.7
TORNTPHARM,1976,1658,3634,19530.88925,1704468515.0,19767.9244,237.03515,13045,3984.9
WAAREEENER,3351,11129,14480,18092.451405,6295908745.0,19725.501355,1633.04995,28756,3080.0
ASTRAL,2645,16936,19581,16956.4775775,11201173592.25,19531.1385,2574.6609225,26693,1504.0
MPHASIS,2501,7426,9927,18338.978955,5656617642.5,19295.06788,956.088925,25750,2642.4
CONCOR,2844,6106,8950,18530.2565,4087600387.5,19282.822875,752.566375,42121,519.0
LICHSGFIN,3586,6444,10030,18601.6054,3417348780.0,19147.8432,546.2378,48918,514.0
HDFCLIFE,2298,10585,12883,18212.86929,8631748114.0,19122.61043,909.74114,47175,719.0
TATACONSUM,2897,7696,10593,18449.465595,4981902040.5,19067.961,618.495405,38140,1151.8
SBILIFE,2359,13046,15405,17911.302,10079716466.25,18883.9916625,972.6896625,45088,2024.6
PATANJALI,3943,4372,8315,18142.02459,2099385486.0,18754.25445,612.22986,43812,514.2
CGPOWER,3045,10805,13850,17236.13799,6199649751.5,18517.730505,1281.592515,35477,669.0
SBICARD,3006,7560,10566,17903.90928,4723826760.0,18472.09688,568.1876,42461,749.0
NESTLEIND,2647,11134,13781,17236.6769,7453470455.0,18191.33145,954.65455,48600,1303.5
AUBANK,1725,5898,7623,17007.2876,5945870810.0,18000.8957,993.6081,29281,984.1
NAUKRI,3821,13062,16883,16751.3761125,6081880320.0,17944.3543125,1192.9782,41178,1168.0
MOTHERSON,2222,7439,9661,16585.56354,5678759140.5,17729.861445,1144.297905,38829,120.75
MFSL,2434,4070,6504,16612.32212,2848170648.0,17142.5886,530.26648,27943,1700.3
BAJAJHLDNG,2411,32030,34441,13421.28897,18760105394.0,16830.64291,3409.35394,9417,10825.0
INDHOTEL,2285,7638,9923,15760.5146,5422097920.0,16677.7438,917.2292,40518,687.55
SIEMENS,2585,14023,16608,14970.12601,8346447665.5,16635.315165,1665.189155,25315,3297.7
GMRAIRPORT,2266,8906,11172,15444.07848,6260789713.5,16611.711615,1167.633135,39723,97.28
OBEROIRLTY,2893,8426,11319,15651.74989,4634622611.5,16543.476005,891.726115,25831,1548.4
PGEL,2661,10002,12663,14827.40126,5767748024.5,16240.276505,1412.875245,24540,583.7
PIIND,2878,3424,6302,15773.17042,1947986572.0,16172.33114,399.16072,25789,3150.0
CIPLA,3010,13849,16859,15074.3272125,7094373746.25,15989.852175,915.5249625,63998,1332.7
EXIDEIND,2429,8181,10610,14810.55606,5148938970.0,15835.19076,1024.6347,33500,336.8
JSWENERGY,3124,9984,13108,14718.6049,4831169420.0,15593.2991,874.6942,47029,474.5
KPITTECH,3591,7380,10971,14831.008335,3232725091.5,15420.44925,589.440915,26982,961.9
PHOENIXLTD,2494,2905,5399,15010.73518,1807118106.5,15248.926245,238.191065,17107,1708.0
DABUR,2209,12321,14530,13970.768125,8004535200.0,14968.557625,997.7895,37526,505.1
BANDHANBNK,2463,6306,8769,14010.87168,3696247116.0,14886.40284,875.53116,41037,157.61
BRITANNIA,1886,6145,8031,13927.9716125,4669997696.25,14716.698575,788.7269625,36778,5889.5
INDIANB,1593,4062,5655,14003.6154,3696315100.0,14632.3664,628.751,16783,879.0
SHREECEM,2053,3935,5988,13989.2672575,2769284923.0,14559.9289875,570.66173,15637,27270.0
LICI,2189,13838,16027,12859.17682,8343236517.0,14338.23699,1479.06017,27814,840.0
BLUESTARCO,2292,3639,5931,13877.75753,2293127993.0,14273.34246,395.58493,12590,1859.9
IEX,2731,11400,14131,12894.133875,5667849487.5,14151.75375,1257.619875,51263,124.6
SONACOMS,2063,4747,6810,13342.148015,3151347057.25,14086.7423375,744.5943225,18567,524.0
LODHA,2877,5466,8343,13557.99204,2515299790.5,13950.639945,392.647905,30471,1047.3
IRFC,2569,14518,17087,12498.193875,7553229582.5,13888.1772,1389.983325,51212,114.75
PREMIERENE,2948,2996,5944,13293.12646,1412434433.25,13702.8582925,409.7318325,14134,793.7
GODREJCP,2187,6304,8491,12818.72825,3792383305.0,13393.4613,574.73305,25414,1170.5
PRESTIGE,1904,3291,5195,12990.9708,2316035646.0,13384.29726,393.32646,13824,1525.0
DELHIVERY,1381,3660,5041,12727.8871125,3433354801.5,13313.6351275,585.748015,18264,443.5
BOSCHLTD,1382,4272,5654,12564.5290275,4097784611.25,13286.25014,721.7211125,14468,36100.0
HUDCO,2217,7230,9447,11983.0646625,4084490865.0,12872.8295625,889.7649,34454,194.44
INOXWIND,3103,5557,8660,12005.7383875,2281471156.25,12679.849325,674.1109375,37747,106.89
FORTIS,1814,2557,4371,12116.96473,1784620764.25,12472.8173725,355.8526425,19726,857.1
COLPAL,2355,9796,12151,11311.0427925,4871211754.5,12007.6653375,696.622545,40883,2111.0
KFINTECH,2326,2714,5040,11485.65155,1416318320.0,11826.03475,340.3832,15668,990.0
HAVELLS,1664,4702,6366,11204.78365,3249658285.0,11621.4165,416.63285,30628,1351.1
TORNTPOWER,1750,7745,9495,10401.89285,4779019234.5,11495.592695,1093.699845,13863,1420.0
OFSS,1863,8012,9875,10453.82235,4680644010.75,11364.6874575,910.8651075,27370,7440.0
ICICIGI,1804,6330,8134,10893.32023,3924658738.0,11296.75261,403.43238,22371,1875.0
ZYDUSLIFE,1254,3864,5118,10247.98167,3274146243.0,10773.2241,525.24243,16017,905.0
FINNIFTY,407,24009,24416,6776.72634,40267794670.8,10297.113048,3520.386708,18872,27689.35
SYNGENE,2067,6193,8260,9577.1007,3063338650.0,10115.9872,538.8865,22217,459.35
SUPREMEIND,1448,3258,4706,9492.2489375,2201483901.75,9832.550455,340.3015175,14992,3734.3
PPLPHARMA,2205,2243,4448,9119.2521,967061156.25,9283.4261625,164.1740625,15015,158.69
PNBHOUSING,1622,2597,4219,8919.247805,1503585167.5,9163.56948,244.321675,29644,847.0
TATATECH,1722,2653,4375,8912.89056,1426075560.0,9135.96616,223.0756,21487,642.8
MANKIND,1869,4803,6672,8761.36608,2383012824.75,9074.6743275,313.3082475,22332,2085.0
360ONE,1505,4433,5938,8617.81975,2657101920.0,8930.53895,312.7192,9103,1138.5
IRCTC,1463,6025,7488,7897.7311875,3387341693.75,8529.416875,631.6856875,46206,621.0
SRF,1347,3365,4712,7859.16144,2004161634.0,8153.37778,294.21634,27028,2907.6
ALKEM,1122,3164,4286,7914.586225,2158956841.25,8142.2171375,227.6309125,12639,5665.0
NUVAMA,1093,2118,3211,7534.7181,1553522070.0,7723.8388,189.1207,9240,1375.1
UNITDSPR,1325,3584,4909,7241.07856,2007442264.0,7563.0612,321.98264,36290,1356.0
PETRONET,1170,5316,6486,6652.88686,3127050818.0,7277.01254,624.12568,36799,297.45
CAMS,1198,2315,3513,6556.034475,1283057505.0,6785.184525,229.15005,15957,730.7
DALBHARAT,818,4564,5382,5735.3458825,3034244473.0,6081.0056125,345.65973,16482,2152.0
NIFTYNXT50,289,540,829,4978.85977,937914170.5,5072.701475,93.841705,1392,68970.4
ICICIPRULI,754,1920,2674,4593.72945,1200773034.25,4733.4322925,139.7028425,20103,657.0
SAMMAANCAP,169,142,311,1063.1621,93728261.0,1073.25721,10.09511,38265,145.51
