Symbol,Volume (Contracts) - Futures,Volume (Contracts) - Options,Volume (Contracts) - Total,Value (₹ Lakhs) - Futures,Value (₹ Lakhs) - Options (Premium),Value (₹ Lakhs) - Total,Open Interest (Contracts),Underlying,underlying
BANKBARODA,3419,17194,20613,29019.1072275,14837356023.75,30869.472465,1850.3652375,63951,289.25
ASIANPAINT,4623,39798,44421,27817.885275,24598804310.0,30576.328375,2758.4431,117311,2410.1
SRF,5045,22321,27366,28910.35306,13081082512.0,30177.65818,1267.30512,31606,2842.5
HDFCLIFE,3663,19758,23421,28161.51228,15531816212.0,29564.9244,1403.41212,55965,703.0
ULTRACEMCO,4262,26524,30786,27708.10249,17414508501.5,29241.637505,1533.535015,72209,13030.0
LTF,4107,16007,20114,26734.626,10901126227.5,28473.763275,1739.137275,49830,292.4
TVSMOTOR,3787,25873,29660,25750.62119,17881446894.5,28214.370135,2463.748945,66862,3878.5
YESBANK,3989,8546,12535,26272.12308,6007317674.0,27043.50882,771.38574,57723,21.09
POWERINDIA,2048,17754,19802,23472.2817,20807065035.5,26992.932055,3520.650355,19287,22740.0
DMART,4442,9675,14117,26351.323575,5850954084.0,26880.464415,529.14084,60773,3957.6
CDSL,3680,25070,28750,24055.63761,17188003112.25,26166.5837325,2110.9461225,57588,1369.4
INDIANB,2801,10348,13149,24836.7845,9447852950.0,26060.614,1223.8295,20426,881.0
NMDC,4197,15803,20000,24176.670075,9308473357.5,25969.13865,1792.468575,78311,84.86
BAJAJFINSV,4560,42088,46648,23259.792,21760816805.0,25546.21005,2286.41805,90562,2034.0
ADANIGREEN,4029,14888,18917,24025.80948,8876752794.0,25521.47742,1495.66794,66559,996.5
KALYANKJIL,4368,31343,35711,22037.8926275,16236456346.0,25464.6710875,3426.77846,62247,432.05
HINDPETRO,2582,10753,13335,23759.7948,10212846444.0,25178.32674,1418.53194,32431,452.35
KPITTECH,5687,39704,45391,21926.9026425,16253732321.25,25159.648355,3232.7457125,36065,888.7
ANGELONE,3297,19412,22709,22620.82125,13495056440.0,24663.51065,2042.6894,28769,2755.8
POLICYBZR,4227,13927,18154,22937.262985,7723939170.5,24428.88469,1491.621705,45375,1544.4
NUVAMA,3549,8559,12108,23374.2274,5997434880.0,24188.1762,813.9488,10474,1307.4
ADANIPORTS,3013,15213,18226,22124.133805,11325307466.0,23543.303465,1419.16966,83991,1543.4
NYKAA,2453,13196,15649,21434.415625,11618284250.0,23486.320625,2051.905,27234,279.32
GLENMARK,2710,23581,26291,20607.4027125,18326758886.25,23479.216575,2871.8138625,44079,2036.3
TORNTPOWER,3572,18149,21721,21699.436735,11341216090.25,23330.3076375,1630.8709025,23655,1451.0
SBICARD,3486,17213,20699,21314.9856,10913499432.0,22728.85992,1413.87432,43729,772.5
ADANIENSOL,3149,4210,7359,21878.511615,2833194678.75,22287.8684025,409.3567875,42043,1021.1
APLAPOLLO,2638,11829,14467,21074.13574,9486950235.0,22200.96809,1126.83235,31663,2265.0
CUMMINSIND,2274,16011,18285,20097.86448,14269045638.0,22166.02086,2068.15638,27472,4440.0
HAVELLS,2983,14057,17040,20846.65965,9918988150.0,21963.19115,1116.5315,31998,1397.0
TATATECH,4189,11760,15949,20680.69488,5999120624.0,21696.66112,1015.96624,27728,613.9
POWERGRID,3577,26370,29947,20001.67981,14770176300.0,21602.37281,1600.693,101549,293.6
IRFC,4093,17769,21862,19581.99825,9124117302.5,20923.941275,1341.943025,52474,113.46
JSWSTEEL,2374,7818,10192,20046.119625,6699491363.25,20916.3457575,870.2261325,97145,1249.0
SUNPHARMA,3206,32102,35308,19245.737455,19320548415.0,20851.036605,1605.29915,130299,1714.6
VBL,3773,13900,17673,19332.0637875,7339253512.5,20184.5426625,852.478875,71147,455.0
PGEL,2917,22239,25156,17209.314695,13263770828.5,20032.94298,2823.628285,24737,623.0
KFINTECH,3926,7779,11705,19192.1804,4058027110.0,20022.3515,830.1711,18513,984.4
HDFCAMC,2248,8093,10341,19132.3284,6862912035.0,19880.08875,747.76035,32473,2840.0
GRASIM,2564,14648,17212,18749.6665,10929883600.0,19785.6025,1035.936,83500,2932.0
JINDALSTEL,2452,10311,12763,18392.6885625,7821239487.5,19686.7084375,1294.019875,32505,1200.6
BDL,4014,26768,30782,17825.671325,12959215517.5,19515.6465,1689.975175,63643,1272.5
ABB,2471,10946,13417,17911.27075,8127870601.25,19247.2892625,1336.0185125,36107,5795.0
SIEMENS,3234,15423,18657,17844.743,8743228098.5,18876.198985,1031.455985,30779,3151.0
ALKEM,2412,7077,9489,17587.59445,5276408833.75,18543.1202875,955.5258375,15230,5857.0
DRREDDY,2207,12438,14645,17596.3705,10015719518.75,18511.0656875,914.6951875,44592,1272.0
LODHA,3659,6109,9768,17885.328075,2970888813.0,18337.421205,452.09313,32347,1080.1
SBILIFE,2333,11029,13362,17647.1301375,8434672492.5,18271.5050625,624.374925,47879,2020.0
IRCTC,2727,30491,33218,14829.766875,17231639031.25,17620.6384375,2790.8715625,50863,622.0
CIPLA,3196,22779,25975,16009.8937875,11621669808.75,17185.966875,1176.0730875,68610,1329.8
BANKINDIA,1930,4029,5959,16587.47896,3561286664.0,17173.0936,585.61464,17496,165.13
UPL,1616,5476,7092,16322.322412000001,5669998096.2,16963.107874,640.785462,36848,745.0
TORNTPHARM,1601,5612,7213,16195.5077,5892954955.0,16889.90725,694.39955,17006,4090.0
AMBUJACEM,2797,8884,11681,15697.417995,5105102163.0,16308.224625,610.80663,69290,533.0
TIINDIA,2939,15360,18299,14612.59114,7762939238.0,16065.42352,1452.83238,29532,2510.0
MAZDOCK,3080,14713,17793,14839.71912,7467035102.0,16009.67014,1169.95102,55659,2414.0
PIDILITIND,2032,9624,11656,15159.6927,7300752385.0,15821.61655,661.92385,24113,1490.1
PAGEIND,2935,15501,18436,14903.266092,8327658799.8,15501.95409,598.687998,32901,33700.0
CROMPTON,3093,10805,13898,14692.9509,5094867906.0,15456.90996,763.95906,48285,264.32
BLUESTARCO,2252,5346,7598,14433.392415,3494443745.0,14943.494865,510.10245,17242,1975.3
LICI,2197,17819,20016,13519.4745,11298411376.0,14860.41326,1340.93876,43009,879.2
PRESTIGE,1985,4285,6270,14046.18642,3087772870.5,14518.315125,472.128705,15778,1570.8
PETRONET,2087,19819,21906,11927.55267,11565976856.0,14119.84373,2192.29106,38219,296.8
COLPAL,2736,15157,17893,13274.042265,7559982353.25,14035.4907975,761.4485325,49971,2136.0
DELHIVERY,1501,4173,5674,13328.3265425,3884610529.5,13795.6468375,467.320295,20108,428.4
FINNIFTY,368,73327,73695,6264.654192000001,124560624910.8,13591.4733,7326.819108,36600,28385.2
NBCC,1940,5015,6955,12665.29355,3449411485.0,13494.6084,829.31485,24816,100.6
EXIDEIND,2094,6487,8581,12745.89756,4057420986.0,13334.23242,588.33486,35556,340.0
UNOMINDA,1813,8138,9951,12436.37934,5615372603.5,13104.455375,668.076035,17542,1248.6
CGPOWER,2136,6535,8671,12421.33509,3817337734.5,13045.877435,624.542345,34156,687.0
GAIL,2402,8212,10614,12395.390805,4295544183.0,12891.793635,496.40283,60317,163.6
SHREECEM,1846,13509,15355,12180.568155,9516490081.75,12813.4064725,632.8383175,22392,26350.0
POLYCAB,1191,10412,11603,11590.7412375,10061859178.75,12783.333025,1192.5917875,39182,7764.0
LICHSGFIN,2375,6107,8482,12348.3442,3233590710.0,12760.0513,411.7071,53548,515.65
GODREJCP,2067,4149,6216,12453.826,2502216145.0,12690.83745,237.01145,26485,1202.5
SONACOMS,1803,4834,6637,11795.26236,3240580749.0,12319.2811,524.01874,18916,532.95
SUZLON,2764,10692,13456,11755.05889,4882456951.5,12237.847655,482.788765,70719,46.82
NESTLEIND,1769,7054,8823,11543.7139,4668454210.0,12015.656,471.9421,49309,1305.0
CONCOR,1737,5220,6957,11079.396875,3430798612.5,11501.0705,421.673625,44834,504.3
WAAREEENER,1922,6014,7936,10618.47409,3406759508.25,11357.5816725,739.1075825,28018,3173.0
KEI,1367,3344,4711,10983.059955,2659752268.25,11344.4076375,361.3476825,17259,4579.9
BOSCHLTD,1127,13983,15110,10315.097475,13381179399.25,11298.2664675,983.1689925,18311,36540.0
PPLPHARMA,2565,3103,5668,10946.1578625,1371192191.25,11213.6829,267.5250375,16363,163.01
IEX,2193,8224,10417,10385.905875,4069129912.5,11022.7425,636.836625,53283,125.75
SOLARINDS,1540,8018,9558,10275.65095,5639245140.0,10945.40235,669.7514,34688,13397.0
SYNGENE,2258,9479,11737,10082.9388,4540780990.0,10760.5487,677.6099,27410,446.35
UNITDSPR,1711,10696,12407,9733.5408,6160214448.0,10600.40528,866.86448,39429,1418.8
SUPREMEIND,1475,5981,7456,9938.1239125,4094696984.0,10412.2312525,474.10734,16982,3841.9
NHPC,1914,5684,7598,9459.83488,2888867328.0,9808.92416,349.08928,26961,76.51
OBEROIRLTY,1717,4237,5954,9399.76709,2371010197.5,9723.429065,323.661975,27459,1566.0
PREMIERENE,2060,6292,8352,9153.099435,2987597293.5,9705.73987,552.640435,20184,773.8
GMRAIRPORT,1299,7012,8311,8737.7617575,4884724188.0,9539.1111375,801.34938,42858,96.28
CAMS,1660,3848,5508,9150.6399,2148006577.5,9414.030675,263.390775,17506,730.0
360ONE,1605,4154,5759,9127.4607,2419789700.0,9384.2577,256.797,12055,1142.1
MARICO,974,3863,4837,9014.11932,3585646716.0,9290.88648,276.76716,31601,771.75
TATACONSUM,1407,5605,7012,8926.941045,3633344412.5,9276.85517,349.914125,39379,1149.5
PNBHOUSING,1615,3243,4858,8922.25542,1853294521.0,9229.91563,307.66021,29729,850.3
ICICIGI,1437,4579,6016,8931.867165,2860036549.5,9155.76766,223.900495,24899,1911.0
JSWENERGY,1594,6239,7833,7639.6277,3019144990.0,7957.7776,318.1499,48966,479.2
INOXWIND,1922,3767,5689,7525.104015,1554200683.75,7942.3583525,417.2543375,41503,109.2
DABUR,1023,8649,9672,6662.1655,5721017912.5,7183.969625,521.804125,36225,519.75
ICICIPRULI,1094,2560,3654,6467.315285,1542861825.25,6611.0485375,143.7332525,22590,641.1
NIFTYNXT50,372,672,1044,6493.04682,1179550542.75,6582.9522475,89.9054275,1901,69916.1
MANKIND,1248,2817,4065,5827.65336,1358295626.25,5985.7596225,158.1062625,22622,2079.9
DALBHARAT,644,1130,1774,4547.79169,813032977.25,4645.6164625,97.8247725,16744,2172.0
PHOENIXLTD,647,3179,3826,4037.35255,2008525785.0,4237.3604,200.00785,20222,1776.8
BAJAJHLDNG,487,3809,4296,2695.709595,2248467871.5,2839.33831,143.628715,8760,11020.0
SAIL,361,467,828,2742.46645,356881528.0,2787.08073,44.61428,56141,159.82
SAMMAANCAP,135,132,267,855.53015,82956202.0,876.90717,21.37702,37735,146.5
